2025-11-10,,,,,,,,,,,,,,,,,,,,,,,,,
American Express Co,AXP,3M Co,MMM,Amgen Inc,AMGN,Apple Inc,AAPL,Boeing Co,BA,Caterpillar Inc,CAT,Chevron Corp,CVX,Cisco Systems Inc,CSCO,Coca-Cola Co,KO,Dow Inc,DOW,Goldman Sachs Group Inc,GS,Home Depot Inc,HD,Honeywell International Inc,HON
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
2025-08-13 16:00:00,"240,07",2025-08-13 16:00:00,"240,07",2025-08-13 16:00:00,"174,42",2025-08-13 16:00:00,"290,53",2025-08-13 16:00:00,"305,07",2025-08-13 16:00:00,"82,71",2025-08-13 16:00:00,"520,58",2025-08-13 16:00:00,"77,2",2025-08-13 16:00:00,"155,41",2025-08-13 16:00:00,"237,03",2025-08-13 16:00:00,"269,3",2025-08-13 16:00:00,"271,81",2025-08-13 16:00:00,"43,71"
2025-08-14 16:00:00,"237,11",2025-08-14 16:00:00,"237,11",2025-08-14 16:00:00,"174,72",2025-08-14 16:00:00,"294,16",2025-08-14 16:00:00,"308,95",2025-08-14 16:00:00,"82,76",2025-08-14 16:00:00,"522,48",2025-08-14 16:00:00,"76,39",2025-08-14 16:00:00,"153,74",2025-08-14 16:00:00,"233,37",2025-08-14 16:00:00,"268,59",2025-08-14 16:00:00,"271,49",2025-08-14 16:00:00,"43,5"
2025-08-15 16:00:00,"239,72",2025-08-15 16:00:00,"239,72",2025-08-15 16:00:00,"176,64",2025-08-15 16:00:00,"290,49",2025-08-15 16:00:00,"308,93",2025-08-15 16:00:00,"84,21",2025-08-15 16:00:00,"520,17",2025-08-15 16:00:00,"76,97",2025-08-15 16:00:00,"154,36",2025-08-15 16:00:00,"242,44",2025-08-15 16:00:00,"265,59",2025-08-15 16:00:00,"304,01",2025-08-15 16:00:00,"44,24"
2025-08-18 16:00:00,"239,45",2025-08-18 16:00:00,"239,45",2025-08-18 16:00:00,"176,25",2025-08-18 16:00:00,"291,53",2025-08-18 16:00:00,"308,7",2025-08-18 16:00:00,"84,22",2025-08-18 16:00:00,"517,1",2025-08-18 16:00:00,"77,43",2025-08-18 16:00:00,"155,72",2025-08-18 16:00:00,"243,97",2025-08-18 16:00:00,"264,92",2025-08-18 16:00:00,"308,49",2025-08-18 16:00:00,"44,39"
2025-08-19 16:00:00,"241,28",2025-08-19 16:00:00,"241,28",2025-08-19 16:00:00,"177,8",2025-08-19 16:00:00,"290,66",2025-08-19 16:00:00,"310,93",2025-08-19 16:00:00,"84,93",2025-08-19 16:00:00,"509,77",2025-08-19 16:00:00,"76,88",2025-08-19 16:00:00,"158,4",2025-08-19 16:00:00,246,2025-08-19 16:00:00,"268,87",2025-08-19 16:00:00,"304,24",2025-08-19 16:00:00,"44,94"
2025-08-20 16:00:00,"242,55",2025-08-20 16:00:00,"242,55",2025-08-20 16:00:00,"178,84",2025-08-20 16:00:00,"292,24",2025-08-20 16:00:00,"313,08",2025-08-20 16:00:00,"84,66",2025-08-20 16:00:00,"505,72",2025-08-20 16:00:00,"76,26",2025-08-20 16:00:00,"159,51",2025-08-20 16:00:00,"246,45",2025-08-20 16:00:00,"274,39",2025-08-20 16:00:00,"299,84",2025-08-20 16:00:00,"45,06"
2025-08-21 16:00:00,"239,4",2025-08-21 16:00:00,"239,4",2025-08-21 16:00:00,"178,93",2025-08-21 16:00:00,"291,47",2025-08-21 16:00:00,"313,22",2025-08-21 16:00:00,"86,08",2025-08-21 16:00:00,"504,24",2025-08-21 16:00:00,"76,18",2025-08-21 16:00:00,"158,73",2025-08-21 16:00:00,"245,83",2025-08-21 16:00:00,"274,92",2025-08-21 16:00:00,"303,35",2025-08-21 16:00:00,"45,03"
2025-08-22 16:00:00,"242,09",2025-08-22 16:00:00,"242,09",2025-08-22 16:00:00,"179,29",2025-08-22 16:00:00,"296,24",2025-08-22 16:00:00,"314,07",2025-08-22 16:00:00,"87,37",2025-08-22 16:00:00,"507,23",2025-08-22 16:00:00,"78,38",2025-08-22 16:00:00,"158,67",2025-08-22 16:00:00,"248,29",2025-08-22 16:00:00,"276,29",2025-08-22 16:00:00,"307,42",2025-08-22 16:00:00,"44,44"
2025-08-25 16:00:00,"239,43",2025-08-25 16:00:00,"239,43",2025-08-25 16:00:00,"178,41",2025-08-25 16:00:00,"294,9",2025-08-28 16:00:00,"312,22",2025-08-28 16:00:00,"83,21",2025-08-25 16:00:00,"504,26",2025-08-25 16:00:00,"79,17",2025-08-25 16:00:00,"156,15",2025-08-25 16:00:00,"247,87",2025-08-25 16:00:00,"272,34",2025-08-25 16:00:00,"304,86",2025-08-25 16:00:00,"44,23"
2025-08-26 16:00:00,"242,63",2025-08-26 16:00:00,"242,63",2025-08-26 16:00:00,"176,49",2025-08-26 16:00:00,"298,57",2025-08-29 16:00:00,"313,54",2025-08-29 16:00:00,"84,12",2025-08-26 16:00:00,"502,04",2025-08-26 16:00:00,"78,65",2025-08-26 16:00:00,"155,97",2025-08-26 16:00:00,"243,74",2025-08-26 16:00:00,"270,89",2025-08-26 16:00:00,"300,43",2025-08-26 16:00:00,"43,96"
2025-08-27 16:00:00,"244,84",2025-08-27 16:00:00,"244,84",2025-08-27 16:00:00,"176,79",2025-08-27 16:00:00,"299,28",2025-09-02 16:00:00,"315,76",2025-09-02 16:00:00,"85,48",2025-08-27 16:00:00,"506,74",2025-08-27 16:00:00,"78,06",2025-08-27 16:00:00,"156,96",2025-08-27 16:00:00,"250,16",2025-08-27 16:00:00,"272,21",2025-08-27 16:00:00,"303,88",2025-08-27 16:00:00,"44,27"
2025-08-28 16:00:00,"245,73",2025-08-28 16:00:00,"245,73",2025-08-28 16:00:00,"175,45",2025-08-28 16:00:00,"301,07",2025-09-03 16:00:00,"316,39",2025-09-03 16:00:00,"84,18",2025-08-28 16:00:00,"509,64",2025-08-28 16:00:00,"77,92",2025-08-28 16:00:00,"155,65",2025-08-28 16:00:00,"254,53",2025-08-28 16:00:00,"270,28",2025-08-28 16:00:00,"302,29",2025-08-28 16:00:00,"43,93"
2025-08-29 16:00:00,"243,49",2025-08-29 16:00:00,"243,49",2025-08-29 16:00:00,"177,17",2025-08-29 16:00:00,"301,42",2025-09-04 16:00:00,"316,99",2025-09-04 16:00:00,"84,05",2025-08-29 16:00:00,"506,69",2025-08-29 16:00:00,"77,37",2025-08-29 16:00:00,"157,04",2025-08-29 16:00:00,"256,25",2025-08-29 16:00:00,"271,51",2025-08-29 16:00:00,"309,87",2025-08-29 16:00:00,"44,23"
2025-09-02 16:00:00,"241,5",2025-09-02 16:00:00,"241,5",2025-09-02 16:00:00,"178,06",2025-09-02 16:00:00,"299,7",2025-09-05 16:00:00,"314,38",2025-09-05 16:00:00,"84,71",2025-09-02 16:00:00,"505,12",2025-09-02 16:00:00,"74,29",2025-09-02 16:00:00,"157,99",2025-09-02 16:00:00,"252,86",2025-09-02 16:00:00,"273,35",2025-09-02 16:00:00,"308,8",2025-09-02 16:00:00,"43,8"
2025-09-03 16:00:00,"244,1",2025-09-03 16:00:00,"244,1",2025-09-03 16:00:00,178,2025-09-03 16:00:00,"299,51",2025-09-08 16:00:00,"312,8",2025-09-08 16:00:00,"84,09",2025-09-03 16:00:00,"505,35",2025-09-03 16:00:00,"74,74",2025-09-03 16:00:00,"158,17",2025-09-03 16:00:00,"256,45",2025-09-03 16:00:00,"276,55",2025-09-03 16:00:00,"307,88",2025-09-03 16:00:00,"43,74"
2025-09-04 16:00:00,"247,18",2025-09-04 16:00:00,"247,18",2025-09-04 16:00:00,"178,76",2025-09-04 16:00:00,"303,82",2025-09-09 16:00:00,"312,52",2025-09-09 16:00:00,"84,61",2025-09-04 16:00:00,"507,97",2025-09-04 16:00:00,"75,35",2025-09-04 16:00:00,"159,19",2025-09-04 16:00:00,"244,01",2025-09-04 16:00:00,"279,43",2025-09-04 16:00:00,"310,38",2025-09-04 16:00:00,"44,18"
2025-09-05 16:00:00,"248,53",2025-09-05 16:00:00,"248,53",2025-09-05 16:00:00,"178,43",2025-09-05 16:00:00,"294,38",2025-09-10 16:00:00,"305,94",2025-09-10 16:00:00,"84,03",2025-09-05 16:00:00,495,2025-09-05 16:00:00,"73,91",2025-09-05 16:00:00,"160,02",2025-09-05 16:00:00,"250,76",2025-09-05 16:00:00,"275,22",2025-09-05 16:00:00,"315,39",2025-09-05 16:00:00,"44,38"
2025-09-08 16:00:00,"256,09",2025-09-08 16:00:00,"256,09",2025-09-08 16:00:00,"178,13",2025-09-08 16:00:00,"292,91",2025-09-11 16:00:00,"308,43",2025-09-11 16:00:00,"85,15",2025-09-08 16:00:00,"498,2",2025-09-08 16:00:00,"74,15",2025-09-08 16:00:00,"159,01",2025-09-08 16:00:00,"252,27",2025-09-08 16:00:00,"274,48",2025-09-08 16:00:00,"320,25",2025-09-08 16:00:00,"43,32"
2025-09-09 16:00:00,"259,11",2025-09-09 16:00:00,"259,11",2025-09-09 16:00:00,"176,96",2025-09-09 16:00:00,"297,85",2025-09-12 16:00:00,"305,4",2025-09-12 16:00:00,"82,81",2025-09-09 16:00:00,"498,41",2025-09-09 16:00:00,"73,6",2025-09-09 16:00:00,"159,46",2025-09-09 16:00:00,"252,06",2025-09-09 16:00:00,"273,55",2025-09-09 16:00:00,"347,92",2025-09-09 16:00:00,"43,57"
2025-09-10 16:00:00,"256,88",2025-09-10 16:00:00,"256,88",2025-09-10 16:00:00,"175,79",2025-09-10 16:00:00,"300,54",2025-09-15 16:00:00,"302,07",2025-09-15 16:00:00,"81,02",2025-09-10 16:00:00,"500,37",2025-09-10 16:00:00,"74,25",2025-09-10 16:00:00,"157,35",2025-09-10 16:00:00,"242,57",2025-09-10 16:00:00,"272,33",2025-09-10 16:00:00,"346,78",2025-09-10 16:00:00,"43,49"
2025-09-11 16:00:00,"257,01",2025-09-11 16:00:00,"257,01",2025-09-11 16:00:00,"178,5",2025-09-11 16:00:00,"305,56",2025-09-16 16:00:00,"303,29",2025-09-16 16:00:00,"81,09",2025-09-11 16:00:00,"501,01",2025-09-11 16:00:00,"74,33",2025-09-11 16:00:00,"158,63",2025-09-11 16:00:00,"246,28",2025-09-11 16:00:00,"279,43",2025-09-11 16:00:00,"353,61",2025-09-11 16:00:00,"44,14"
2025-09-12 16:00:00,"253,44",2025-09-12 16:00:00,"253,44",2025-09-12 16:00:00,"178,06",2025-09-12 16:00:00,"306,91",2025-09-17 16:00:00,"304,97",2025-09-17 16:00:00,"81,14",2025-09-12 16:00:00,"509,9",2025-09-12 16:00:00,73,2025-09-12 16:00:00,"157,9",2025-09-12 16:00:00,"242,76",2025-09-12 16:00:00,"278,93",2025-09-12 16:00:00,"352,51",2025-09-12 16:00:00,"43,97"
2025-09-15 16:00:00,"256,24",2025-09-15 16:00:00,"256,24",2025-09-15 16:00:00,"177,4",2025-09-15 16:00:00,"308,9",2025-09-18 16:00:00,"301,14",2025-09-18 16:00:00,"81,53",2025-09-15 16:00:00,"515,36",2025-09-15 16:00:00,"73,03",2025-09-15 16:00:00,"156,83",2025-09-15 16:00:00,"242,52",2025-09-15 16:00:00,"276,3",2025-09-15 16:00:00,"347,89",2025-09-15 16:00:00,"43,87"
2025-09-16 16:00:00,"257,52",2025-09-16 16:00:00,"257,52",2025-09-16 16:00:00,"176,46",2025-09-16 16:00:00,"309,19",2025-09-19 16:00:00,"302,38",2025-09-19 16:00:00,"81,51",2025-09-16 16:00:00,"509,04",2025-09-16 16:00:00,"72,75",2025-09-16 16:00:00,"158,05",2025-09-16 16:00:00,"239,31",2025-09-16 16:00:00,"271,95",2025-09-16 16:00:00,"339,78",2025-09-16 16:00:00,"43,74"
2025-09-17 16:00:00,"259,08",2025-09-17 16:00:00,"259,08",2025-09-17 16:00:00,"177,2",2025-09-17 16:00:00,"311,75",2025-09-22 16:00:00,"302,99",2025-09-22 16:00:00,"80,4",2025-09-17 16:00:00,"510,02",2025-09-17 16:00:00,"72,31",2025-09-17 16:00:00,"160,33",2025-09-17 16:00:00,"242,21",2025-09-17 16:00:00,"275,03",2025-09-17 16:00:00,"341,61",2025-09-17 16:00:00,"44,21"
2025-09-18 16:00:00,265,2025-09-18 16:00:00,265,2025-09-18 16:00:00,"174,16",2025-09-18 16:00:00,"313,23",2025-09-23 16:00:00,"303,19",2025-09-23 16:00:00,"79,96",2025-09-18 16:00:00,"508,45",2025-09-18 16:00:00,"72,1",2025-09-18 16:00:00,"157,32",2025-09-18 16:00:00,"244,28",2025-09-18 16:00:00,"277,9",2025-09-18 16:00:00,"334,82",2025-09-18 16:00:00,"43,67"
2025-09-19 16:00:00,"266,4",2025-09-19 16:00:00,"266,4",2025-09-19 16:00:00,"176,19",2025-09-19 16:00:00,"314,78",2025-09-24 16:00:00,"304,33",2025-09-24 16:00:00,"79,67",2025-09-19 16:00:00,"517,93",2025-09-19 16:00:00,"70,89",2025-09-19 16:00:00,"156,04",2025-09-19 16:00:00,"247,09",2025-09-19 16:00:00,277,2025-09-19 16:00:00,"336,69",2025-09-19 16:00:00,"43,48"
2025-09-22 16:00:00,"271,37",2025-09-22 16:00:00,"271,37",2025-09-22 16:00:00,"174,21",2025-09-22 16:00:00,"312,44",2025-09-25 16:00:00,"302,3",2025-09-25 16:00:00,"77,6",2025-09-22 16:00:00,"514,45",2025-09-22 16:00:00,"71,28",2025-09-22 16:00:00,"153,07",2025-09-22 16:00:00,"249,69",2025-09-22 16:00:00,"276,11",2025-09-22 16:00:00,"341,3",2025-09-22 16:00:00,"43,16"
2025-09-23 16:00:00,"272,24",2025-09-23 16:00:00,"272,24",2025-09-23 16:00:00,"176,58",2025-09-23 16:00:00,"312,74",2025-09-26 16:00:00,"305,24",2025-09-26 16:00:00,"78,56",2025-09-23 16:00:00,"509,23",2025-09-23 16:00:00,"70,93",2025-09-23 16:00:00,"152,5",2025-09-23 16:00:00,"244,56",2025-09-23 16:00:00,"276,26",2025-09-23 16:00:00,"347,69",2025-09-23 16:00:00,"43,35"
2025-09-24 16:00:00,"267,53",2025-09-24 16:00:00,"267,53",2025-09-24 16:00:00,"176,58",2025-09-24 16:00:00,"312,74",2025-09-29 16:00:00,"302,99",2025-09-29 16:00:00,"78,58",2025-09-24 16:00:00,"509,23",2025-09-24 16:00:00,"70,93",2025-09-24 16:00:00,"152,42",2025-09-24 16:00:00,"245,89",2025-09-24 16:00:00,"276,66",2025-09-24 16:00:00,"351,81",2025-09-24 16:00:00,"43,18"
2025-09-25 16:00:00,"281,44",2025-09-25 16:00:00,"281,44",2025-09-26 16:00:00,"179,71",2025-09-26 16:00:00,"316,06",2025-09-30 16:00:00,"303,89",2025-09-30 16:00:00,"83,93",2025-09-26 16:00:00,"511,46",2025-09-26 16:00:00,"69,31",2025-09-25 16:00:00,"152,15",2025-09-25 16:00:00,"240,95",2025-09-25 16:00:00,"274,22",2025-09-25 16:00:00,"345,56",2025-09-25 16:00:00,"43,35"
2025-09-26 16:00:00,"284,31",2025-09-26 16:00:00,"284,31",2025-09-29 16:00:00,"181,62",2025-09-29 16:00:00,"315,69",2025-10-01 16:00:00,"300,52",2025-10-01 16:00:00,"90,13",2025-09-29 16:00:00,"514,6",2025-09-29 16:00:00,"69,55",2025-09-26 16:00:00,"152,5",2025-09-26 16:00:00,"243,43",2025-09-26 16:00:00,"277,76",2025-09-26 16:00:00,"344,08",2025-09-26 16:00:00,"43,61"
2025-09-29 16:00:00,"279,8",2025-09-29 16:00:00,"279,8",2025-09-30 16:00:00,"185,42",2025-09-30 16:00:00,"315,43",2025-10-02 16:00:00,"299,88",2025-10-02 16:00:00,"89,51",2025-09-30 16:00:00,"517,95",2025-09-30 16:00:00,"69,73",2025-09-29 16:00:00,"153,53",2025-09-29 16:00:00,"245,1",2025-09-29 16:00:00,"276,5",2025-09-29 16:00:00,"345,18",2025-09-29 16:00:00,"43,25"
2025-09-30 16:00:00,"282,16",2025-09-30 16:00:00,"282,16",2025-10-01 16:00:00,"186,05",2025-10-01 16:00:00,"310,71",2025-10-03 16:00:00,"300,98",2025-10-03 16:00:00,"89,19",2025-10-01 16:00:00,"519,71",2025-10-01 16:00:00,"74,2",2025-09-30 16:00:00,"153,65",2025-09-30 16:00:00,237,2025-09-30 16:00:00,"279,22",2025-09-30 16:00:00,"345,3",2025-09-30 16:00:00,"43,95"
2025-10-01 16:00:00,"286,49",2025-10-01 16:00:00,"286,49",2025-10-02 16:00:00,"185,98",2025-10-02 16:00:00,"307,55",2025-10-06 16:00:00,"296,04",2025-10-06 16:00:00,"88,8",2025-10-02 16:00:00,"515,74",2025-10-02 16:00:00,"74,57",2025-10-01 16:00:00,"153,18",2025-10-01 16:00:00,"235,69",2025-10-01 16:00:00,"277,24",2025-10-01 16:00:00,"348,3",2025-10-01 16:00:00,"43,83"
2025-10-02 16:00:00,"286,72",2025-10-02 16:00:00,"286,72",2025-10-03 16:00:00,"188,64",2025-10-03 16:00:00,"310,03",2025-10-07 16:00:00,"296,32",2025-10-07 16:00:00,"87,61",2025-10-03 16:00:00,"517,35",2025-10-03 16:00:00,"71,93",2025-10-02 16:00:00,"152,05",2025-10-02 16:00:00,"238,88",2025-10-02 16:00:00,"280,04",2025-10-02 16:00:00,"353,72",2025-10-02 16:00:00,"43,4"
2025-10-03 16:00:00,"288,37",2025-10-03 16:00:00,"288,37",2025-10-06 16:00:00,"188,16",2025-10-06 16:00:00,"309,18",2025-10-08 16:00:00,"294,4",2025-10-08 16:00:00,"86,4",2025-10-06 16:00:00,"528,57",2025-10-06 16:00:00,"71,17",2025-10-03 16:00:00,"152,27",2025-10-03 16:00:00,"240,36",2025-10-03 16:00:00,"284,56",2025-10-03 16:00:00,"360,2",2025-10-03 16:00:00,"43,67"
2025-10-06 16:00:00,"289,42",2025-10-06 16:00:00,"289,42",2025-10-07 16:00:00,"188,89",2025-10-07 16:00:00,"307,69",2025-10-09 16:00:00,"293,81",2025-10-09 16:00:00,"87,5",2025-10-07 16:00:00,"523,98",2025-10-07 16:00:00,"68,91",2025-10-06 16:00:00,"150,41",2025-10-06 16:00:00,"245,78",2025-10-06 16:00:00,"282,73",2025-10-06 16:00:00,"358,77",2025-10-06 16:00:00,"41,44"
2025-10-07 16:00:00,"293,87",2025-10-07 16:00:00,"293,87",2025-10-08 16:00:00,"189,69",2025-10-08 16:00:00,"304,03",2025-10-10 16:00:00,"297,01",2025-10-10 16:00:00,"85,99",2025-10-08 16:00:00,"524,85",2025-10-08 16:00:00,"69,09",2025-10-07 16:00:00,"152,54",2025-10-07 16:00:00,"239,74",2025-10-07 16:00:00,"284,97",2025-10-07 16:00:00,"363,66",2025-10-07 16:00:00,"41,4"
2025-10-08 16:00:00,"289,46",2025-10-08 16:00:00,"289,46",2025-10-09 16:00:00,"191,08",2025-10-09 16:00:00,"305,53",2025-10-13 16:00:00,"300,11",2025-10-13 16:00:00,"85,7",2025-10-09 16:00:00,"522,4",2025-10-09 16:00:00,"68,06",2025-10-08 16:00:00,"150,69",2025-10-08 16:00:00,"240,43",2025-10-08 16:00:00,"282,76",2025-10-08 16:00:00,"369,92",2025-10-08 16:00:00,"41,32"
2025-10-09 16:00:00,"288,23",2025-10-09 16:00:00,"288,23",2025-10-10 16:00:00,"190,72",2025-10-10 16:00:00,"300,89",2025-10-14 16:00:00,"304,56",2025-10-14 16:00:00,"84,7",2025-10-10 16:00:00,"510,96",2025-10-10 16:00:00,"65,22",2025-10-09 16:00:00,"150,58",2025-10-09 16:00:00,"245,33",2025-10-09 16:00:00,"274,41",2025-10-09 16:00:00,"367,69",2025-10-09 16:00:00,"40,83"
2025-10-10 16:00:00,"277,82",2025-10-10 16:00:00,"277,82",2025-10-13 16:00:00,"190,9",2025-10-13 16:00:00,"307,97",2025-10-15 16:00:00,"305,25",2025-10-15 16:00:00,"84,11",2025-10-13 16:00:00,"514,05",2025-10-13 16:00:00,"67,38",2025-10-10 16:00:00,"149,69",2025-10-10 16:00:00,"241,68",2025-10-10 16:00:00,"270,12",2025-10-10 16:00:00,"354,5",2025-10-10 16:00:00,"39,85"
2025-10-13 16:00:00,"277,22",2025-10-13 16:00:00,"277,22",2025-10-14 16:00:00,"190,85",2025-10-14 16:00:00,"302,08",2025-10-16 16:00:00,"305,33",2025-10-16 16:00:00,"83,92",2025-10-14 16:00:00,"513,57",2025-10-14 16:00:00,"67,64",2025-10-13 16:00:00,"147,49",2025-10-13 16:00:00,"248,75",2025-10-13 16:00:00,"270,38",2025-10-13 16:00:00,"358,66",2025-10-13 16:00:00,"39,75"
2025-10-14 16:00:00,"276,15",2025-10-14 16:00:00,"276,15",2025-10-15 16:00:00,"191,17",2025-10-15 16:00:00,"305,69",2025-10-17 16:00:00,"308,09",2025-10-17 16:00:00,"84,79",2025-10-15 16:00:00,"513,43",2025-10-15 16:00:00,"68,46",2025-10-14 16:00:00,"149,16",2025-10-14 16:00:00,"239,77",2025-10-14 16:00:00,"275,64",2025-10-14 16:00:00,"359,93",2025-10-14 16:00:00,"40,55"
2025-10-15 16:00:00,"280,75",2025-10-15 16:00:00,"280,75",2025-10-16 16:00:00,"192,12",2025-10-16 16:00:00,"298,54",2025-10-20 16:00:00,"307,77",2025-10-20 16:00:00,"86,32",2025-10-16 16:00:00,"511,61",2025-10-16 16:00:00,"66,84",2025-10-15 16:00:00,"147,42",2025-10-15 16:00:00,"236,58",2025-10-15 16:00:00,"269,45",2025-10-15 16:00:00,"361,15",2025-10-15 16:00:00,"40,38"
2025-10-16 16:00:00,"275,97",2025-10-16 16:00:00,"275,97",2025-10-17 16:00:00,"193,22",2025-10-17 16:00:00,"297,56",2025-10-21 16:00:00,"307,48",2025-10-21 16:00:00,"87,62",2025-10-17 16:00:00,"513,58",2025-10-17 16:00:00,"67,37",2025-10-16 16:00:00,"149,6",2025-10-16 16:00:00,246,2025-10-16 16:00:00,"261,57",2025-10-16 16:00:00,"356,67",2025-10-16 16:00:00,"40,36"
2025-10-17 16:00:00,"281,28",2025-10-17 16:00:00,"281,28",2025-10-20 16:00:00,"193,72",2025-10-20 16:00:00,"302,36",2025-10-22 16:00:00,"310,11",2025-10-22 16:00:00,"87,61",2025-10-20 16:00:00,"516,79",2025-10-20 16:00:00,"67,62",2025-10-17 16:00:00,"151,4",2025-10-17 16:00:00,"243,08",2025-10-17 16:00:00,"262,01",2025-10-17 16:00:00,"356,6",2025-10-17 16:00:00,"40,55"
2025-10-20 16:00:00,"283,65",2025-10-20 16:00:00,"283,65",2025-10-21 16:00:00,"191,88",2025-10-21 16:00:00,"297,09",2025-10-23 16:00:00,"306,97",2025-10-23 16:00:00,"87,18",2025-10-21 16:00:00,"517,66",2025-10-21 16:00:00,"68,36",2025-10-20 16:00:00,"151,96",2025-10-20 16:00:00,"254,28",2025-10-20 16:00:00,"265,25",2025-10-20 16:00:00,"364,48",2025-10-20 16:00:00,"40,8"
2025-10-21 16:00:00,"282,05",2025-10-21 16:00:00,"282,05",2025-10-22 16:00:00,"192,94",2025-10-22 16:00:00,"294,11",2025-10-24 16:00:00,"305,79",2025-10-24 16:00:00,"87,49",2025-10-22 16:00:00,"520,54",2025-10-22 16:00:00,"69,08",2025-10-21 16:00:00,"151,62",2025-10-21 16:00:00,"263,41",2025-10-21 16:00:00,"269,34",2025-10-21 16:00:00,"365,37",2025-10-21 16:00:00,"40,3"
2025-10-22 16:00:00,"287,51",2025-10-22 16:00:00,"287,51",2025-10-23 16:00:00,"192,47",2025-10-23 16:00:00,"294,54",2025-10-27 16:00:00,310,2025-10-27 16:00:00,88,2025-10-23 16:00:00,"520,56",2025-10-23 16:00:00,"69,68",2025-10-22 16:00:00,"152,2",2025-10-22 16:00:00,"256,64",2025-10-22 16:00:00,"268,49",2025-10-22 16:00:00,"361,49",2025-10-22 16:00:00,"39,8"
2025-10-23 16:00:00,285,2025-10-23 16:00:00,285,2025-10-24 16:00:00,"190,4",2025-10-24 16:00:00,"300,44",2025-10-28 16:00:00,"306,4",2025-10-28 16:00:00,"87,03",2025-10-24 16:00:00,"523,61",2025-10-24 16:00:00,"69,11",2025-10-23 16:00:00,"152,21",2025-10-23 16:00:00,"255,05",2025-10-23 16:00:00,"269,1",2025-10-23 16:00:00,"360,45",2025-10-23 16:00:00,"38,4"
2025-10-24 16:00:00,"307,46",2025-10-24 16:00:00,"307,46",2025-10-27 16:00:00,"190,3",2025-10-27 16:00:00,"304,15",2025-10-29 16:00:00,"302,35",2025-10-29 16:00:00,"86,58",2025-10-27 16:00:00,"531,52",2025-10-27 16:00:00,"68,59",2025-10-24 16:00:00,"152,49",2025-10-24 16:00:00,"254,83",2025-10-24 16:00:00,"269,89",2025-10-24 16:00:00,"362,5",2025-10-24 16:00:00,"38,82"
2025-10-27 16:00:00,"313,09",2025-10-27 16:00:00,"313,09",2025-10-28 16:00:00,"186,93",2025-10-28 16:00:00,"305,36",2025-10-30 16:00:00,"302,43",2025-10-30 16:00:00,"86,28",2025-10-28 16:00:00,"542,07",2025-10-28 16:00:00,"67,43",2025-10-27 16:00:00,"151,74",2025-10-27 16:00:00,"255,47",2025-10-27 16:00:00,"270,34",2025-10-27 16:00:00,"365,98",2025-10-27 16:00:00,"39,23"
2025-10-28 16:00:00,"312,57",2025-10-28 16:00:00,"312,57",2025-10-29 16:00:00,"186,6",2025-10-29 16:00:00,"305,51",2025-10-31 16:00:00,"298,43",2025-10-31 16:00:00,"85,98",2025-10-29 16:00:00,"541,55",2025-10-29 16:00:00,"65,35",2025-10-28 16:00:00,"151,37",2025-10-28 16:00:00,"254,26",2025-10-28 16:00:00,"268,13",2025-10-28 16:00:00,"367,84",2025-10-28 16:00:00,"39,32"
2025-10-29 16:00:00,"308,21",2025-10-29 16:00:00,"308,21",2025-10-30 16:00:00,"189,05",2025-10-30 16:00:00,"309,44",2025-11-03 16:00:00,"296,37",2025-11-03 16:00:00,"82,49",2025-10-30 16:00:00,"525,76",2025-10-30 16:00:00,"64,9",2025-10-29 16:00:00,"148,77",2025-10-29 16:00:00,"251,46",2025-10-29 16:00:00,"267,91",2025-10-29 16:00:00,"355,26",2025-10-29 16:00:00,"40,21"
2025-10-30 16:00:00,"310,06",2025-10-30 16:00:00,"310,06",2025-10-31 16:00:00,"188,87",2025-10-31 16:00:00,"311,12",2025-11-04 16:00:00,"299,21",2025-11-04 16:00:00,"83,86",2025-10-31 16:00:00,"517,81",2025-10-31 16:00:00,"64,59",2025-10-30 16:00:00,"149,58",2025-10-30 16:00:00,"256,65",2025-10-30 16:00:00,"271,01",2025-10-30 16:00:00,"344,75",2025-10-30 16:00:00,"38,96"
2025-10-31 16:00:00,"307,41",2025-10-31 16:00:00,"307,41",2025-11-03 16:00:00,"186,26",2025-11-03 16:00:00,"309,35",2025-11-05 16:00:00,"305,67",2025-11-05 16:00:00,"84,39",2025-11-03 16:00:00,"517,03",2025-11-03 16:00:00,"62,65",2025-10-31 16:00:00,"150,37",2025-10-31 16:00:00,"260,41",2025-10-31 16:00:00,"268,62",2025-10-31 16:00:00,"341,56",2025-10-31 16:00:00,"39,74"
2025-11-03 16:00:00,"304,73",2025-11-03 16:00:00,"304,73",2025-11-04 16:00:00,"186,86",2025-11-04 16:00:00,"309,25",2025-11-06 16:00:00,"298,41",2025-11-06 16:00:00,"85,78",2025-11-04 16:00:00,"514,33",2025-11-04 16:00:00,"61,23",2025-11-03 16:00:00,"148,02",2025-11-03 16:00:00,"261,34",2025-11-03 16:00:00,"267,66",2025-11-03 16:00:00,"333,79",2025-11-03 16:00:00,"39,47"
